url,depth,is_phishing,status_code,redirects,is_https,is_ip_address,is_error_page,url_length,domain_url_depth,domain_url_length,has_sub_domain,has_at_symbol,dashes_count,path_starts_with_url,is_valid_html,anchors_count,forms_count,javascript_count,self_anchors_count,has_form_with_url,has_iframe,use_mouseover,is_cert_valid,has_dns_record,has_whois,cert_country,cert_reliability,domain_age,domain_end_period,domain_creation_date,refs
http://google.com/,0,false,200,1,false,false,false,18,1,10,false,false,0,false,true,29,1,0,0,true,false,false,,,,,,,,,"[{""url"":""https://www.google.fr/webhp?tab=ww"",""is_same_domain"":false,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""http://www.google.fr/imghp?hl=fr&tab=wi"",""is_same_domain"":false,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""http://maps.google.fr/maps?hl=fr&tab=wl"",""is_same_domain"":false,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://play.google.com/?hl=fr&tab=w8"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://www.youtube.com/?tab=w1"",""is_same_domain"":false,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://news.google.com/?tab=wn"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://mail.google.com/mail/?tab=wm"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://drive.google.com/?tab=wo"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://www.google.fr/intl/fr/about/products?tab=wh"",""is_same_domain"":false,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://calendar.google.com/calendar?tab=wc"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://translate.google.fr/?hl=fr&tab=wT"",""is_same_domain"":false,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://books.google.fr/?hl=fr&tab=wp"",""is_same_domain"":false,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://www.google.fr/shopping?hl=fr&source=og&tab=wf"",""is_same_domain"":false,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""http://www.blogger.com/?tab=wj"",""is_same_domain"":false,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://www.google.com/finance?tab=we"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://photos.google.com/?tab=wq&pageId=none"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://docs.google.com/document/?usp=docs_alc"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://www.google.fr/intl/fr/about/products?tab=wh"",""is_same_domain"":false,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://accounts.google.com/ServiceLogin?hl=fr&passive=true&continue=http://www.google.com/&ec=GAZAAQ"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""http://www.google.fr/preferences?hl=fr"",""is_same_domain"":false,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""http://google.com/preferences?hl=fr"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""http://www.google.fr/history/optout?hl=fr"",""is_same_domain"":false,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""http://google.com/search"",""is_same_domain"":true,""is_anchor"":false,""is_form"":true,""is_iframe"":false},{""url"":""http://google.com/advanced_search?hl=fr&authuser=0"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""http://google.com/intl/fr/ads/"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""http://google.com/services/"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""http://google.com/intl/fr/about.html"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""http://www.google.com/setprefdomain?prefdom=FR&prev=http://www.google.fr/&sig=6480af66K_LdnPi_AYMkuiEk7XuA_P7kSeYx4%3D"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""http://google.com/intl/fr/policies/privacy/"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""http://google.com/intl/fr/policies/terms/"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false}]"
http://facebook.com/,0,false,200,3,false,false,false,20,1,12,false,false,0,false,true,3,0,0,0,false,false,true,,,,,,,,,"[{""url"":""https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.google.com%2Fchrome%2Fbrowser%2F&h=AT3T6nJvXHDrlACT1f0OrzwgAULBGZthdbArV4nNofsvVd-hBebct8zU9_qlXv1qDuQtsqekQTCmu0Prc3y_4ILgwKoQ2m7s8rhr5HgGZc0ymgMwfSCS6h6KgKf61p1oTSMUKwWSdW_MGWIC"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.mozilla.org%2Ffirefox%2Fnew%2F%3Futm_source%3Dfacebook%26utm_medium%3Dreferral%26utm_campaign%3Dunsupported-browser-notification&h=AT0tVHDvvfnBmci8zDFRsQhyrcA6C7QPlpYNZwFyoH5SKC-86VQ1SoqIzMkXo_l2c-WXFMxqR9b9uVeW07IUgLlSOuVQbV6b769OQK-15UjYWYral3uussh7AKRZXVm8-uQqt2wPkLMYC2HD"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""http://facebook.com/mobile"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false}]"
https://youtube.com/,0,false,200,1,true,false,false,20,1,11,false,false,0,false,true,15,0,0,0,false,true,true,,,,,,,,,"[{""url"":""https://accounts.google.com/ServiceLogin?service=youtube&uilel=3&passive=true&continue=https%3A%2F%2Fwww.youtube.com%2Fsignin%3Faction_handle_signin%3Dtrue%26app%3Ddesktop%26hl%3Dfr%26next%3D%252Fsignin_passive%26feature%3Dpassive&hl=fr"",""is_same_domain"":false,""is_anchor"":false,""is_form"":false,""is_iframe"":true},{""url"":""https://youtube.com/"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://youtube.com/"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://www.youtube.com/about/"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://www.youtube.com/about/press/"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://www.youtube.com/about/copyright/"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://youtube.com/t/contact_us/"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://www.youtube.com/creators/"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://www.youtube.com/ads/"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://developers.google.com/youtube"",""is_same_domain"":false,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://support.google.com/youtube/contact/FR_Complaints"",""is_same_domain"":false,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://youtube.com/t/terms"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://youtube.com/t/privacy"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://www.youtube.com/about/policies/"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://www.youtube.com/howyoutubeworks?utm_campaign=ytgen&utm_source=ythp&utm_medium=LeftNav&utm_content=txt&u=https%3A%2F%2Fwww.youtube.com%2Fhowyoutubeworks%3Futm_source%3Dythp%26utm_medium%3DLeftNav%26utm_campaign%3Dytgen"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false},{""url"":""https://youtube.com/new"",""is_same_domain"":true,""is_anchor"":true,""is_form"":false,""is_iframe"":false}]"
https://stackoverflow.com/,0,false,403,0,true,false,true,26,1,17,false,false,0,false,true,1,0,0,0,false,false,false,,,,,,,,,[]
http://mp3raid.com/music/krizz_kaliko.html,0,false,403,0,false,false,true,42,1,11,false,false,0,true,false,0,0,0,0,false,false,false,,,,,,,,,[]
http://google.com/search,1,,200,2,false,false,false,24,1,10,false,false,0,true,true,29,1,0,0,true,false,false,,,,,,,,,[]
http://google.com/intl/fr/policies/privacy/,1,,200,1,false,false,false,43,1,10,false,false,0,false,true,1,0,0,0,false,false,false,,,,,,,,,[]
https://books.google.fr/?hl=fr&tab=wp,1,,200,0,true,false,false,37,2,15,true,false,0,false,false,26,1,0,0,true,false,true,,,,,,,,,[]
https://photos.google.com/?tab=wq&pageId=none,1,,200,1,true,false,false,45,2,17,true,false,0,false,false,26,0,0,1,false,false,false,,,,,,,,,[]
http://www.blogger.com/?tab=wj,1,,200,5,false,false,false,30,2,15,true,false,0,false,true,16,0,0,2,false,false,false,,,,,,,,,[]
